Key,KO,EN,JA
heroes.ssr_dragon_aspect.routes.dragon_god_time.variantName,"시간의 지배자",Lord of Time,時間の支配者
heroes.ssr_dragon_aspect.routes.dragon_god_time.variantDesc,"스킬 사용 시 {value}% 확률로 적들의 시간을 정지시킵니다.","When using skills, {value}% Chance to freeze enemies' time.","スキル使用時{value}%の確率で敵の時間を停止させる。"
heroes.ssr_dragon_aspect.skills.breath_time.name,"오색 숨결",Chromatic Breath,五色の息吹
heroes.ssr_dragon_aspect.skills.breath_time.desc,"5가지 속성의 복합 브레스 발사 (광역)",Fires a composite breath of 5 elements (AoE).,5つの属性の複合ブレスを発射（広範囲）。
heroes.ssr_dragon_aspect.skills.time_warp.name,"시간 왜곡",Time Warp,タイムワープ
heroes.ssr_dragon_aspect.skills.time_warp.desc,"전장의 적들을 10초간 80% 슬로우","Slows enemies on battlefield by 80% for 10s.","戦場の敵を10秒間80%スロウにする。"
heroes.ssr_dragon_aspect.skills.sand_trap.name,"모래 늪",Sand Trap,砂の沼
heroes.ssr_dragon_aspect.skills.sand_trap.desc,"지정 위치 적들을 끌어당기고 속박",Pulls and roots enemies at target location.,指定した位置の敵を引き寄せ、束縛する。
heroes.ssr_dragon_aspect.skills.rewind.name,"시간 역행",Rewind,時間逆行
heroes.ssr_dragon_aspect.skills.rewind.desc,"아군 전체 스킬 쿨타임 50% 단축","Reduces all allies' skill Cooldown by 50%.","味方全体のスキルクールタイム50%短縮。"
heroes.ssr_dragon_aspect.skills.time_stop.name,"시간 정지",Time Stop,時間停止
heroes.ssr_dragon_aspect.skills.time_stop.desc,"모든 적 8초간 완전 정지",Completely stops all enemies for 8s.,すべての敵を8秒間完全に停止させる。
heroes.ssr_dragon_aspect.routes.dragon_god_fire.name,"파괴",Destruction,破壊
heroes.ssr_dragon_aspect.routes.dragon_god_fire.variantName,"대격변",Cataclysm,大激変
heroes.ssr_dragon_aspect.routes.dragon_god_fire.variantDesc,"공격 시 {value}% 확률로 추가 화염 폭발 발생.","When Attack, {value}% Chance for additional fire explosion.","攻撃時{value}%の確率で追加の火炎爆発が発生。"
heroes.ssr_dragon_aspect.skills.fire_breath.name,"불타는 숨결",Fire Breath,燃える息吹
heroes.ssr_dragon_aspect.skills.fire_breath.desc,"전방 넓은 범위 ATK×10 화염 피해","Deals ATK x10 Fire Damage to a wide forward area.","前方の広範囲に攻撃力x10の火炎ダメージ。"
heroes.ssr_dragon_aspect.skills.magic_spark.name,"마력의 불꽃",Magic Spark,魔力の火花
heroes.ssr_dragon_aspect.skills.magic_spark.desc,"적 5명에게 전이되는 불꽃 탄환 발사",Fires flame bullets that transfer to up to 5 enemies.,敵5体に転移する火花の弾丸を発射。
heroes.ssr_dragon_aspect.skills.aspect_rage.name,"용의 분노",Aspect Rage,竜の怒り
heroes.ssr_dragon_aspect.skills.aspect_rage.desc,"15초간 자신의 공격력 2배 증가","Doubles self ATK for 15s.","15秒間自身の攻撃力2倍増加。"
heroes.ssr_dragon_aspect.skills.upheaval.name,"지각 변동",Upheaval,地殻変動
heroes.ssr_dragon_aspect.skills.upheaval.desc,"지면을 들어올려 전장 전체 ATK×8 피해+기절","Lifts the ground to deal ATK x8 Damage + Stun to the entire battlefield.","地面を持ち上げ戦場全体に攻撃力x8のダメージ+スタン。"
heroes.ssr_dragon_aspect.skills.cataclysm.name,"대격변",Cataclysm,大激変
heroes.ssr_dragon_aspect.skills.cataclysm.desc,"전장을 완전히 불태워 모든 적 소멸 (보스 피해 2000%)","Burn the entire battlefield to eliminate all enemies (Bosses take 2000% damage).","戦場を完全に焼き尽くしすべての敵を消滅させる（ボスには2000%のダメージ）。"
heroes.ssr_lich_king.name,"리치왕",Lich King,リッチ王
heroes.ssr_lich_king.lore,"모든 언데드의 왕. 그가 지나간 곳엔 영원한 겨울이 남는다.","King of all undead. Where he passes, eternal winter remains.","すべてのアンデッドの王。彼が通り過ぎた場所には永遠の冬が残る。"
heroes.ssr_lich_king.routes.lich_king_frost.name,"냉기",Frost,冷気
heroes.ssr_lich_king.routes.lich_king_frost.variantName,"리치왕의 의지",Will of the Lich King,リッチ王の意志
heroes.ssr_lich_king.routes.lich_king_frost.variantDesc,"받는 피해 {value}% 반사 및 서리 피해 증가.","Reflects {value}% of damage taken and increases Frost Damage.","受けるダメージの{value}%を反射し、冷気ダメージが増加する。"
heroes.ssr_lich_king.skills.frost_aura.name,"빙결의 오라",Frost Aura,氷結のオーラ
heroes.ssr_lich_king.skills.frost_aura.desc,"주변 200px 적 이동속도 70% 감소",Reduces move speed of enemies within 200px by 70%.,周囲200pxの敵の移動速度を70%減少させる。
heroes.ssr_lich_king.skills.death_touch.name,"죽음의 손길",Death Touch,死の接吻
heroes.ssr_lich_king.skills.death_touch.desc,"단일 ATK×8 피해, 5초 완전 기절","Deals Single ATK x8 Damage, 5s complete Stun.","単体に攻撃力x8のダメージ、5秒間の完全スタン。"
heroes.ssr_lich_king.skills.obliterate.name,"절멸",Obliterate,絶滅
heroes.ssr_lich_king.skills.obliterate.desc,"방어 무시 강력한 2연타 ATK×6","Powerful 2-hit ATK x6 ignoring DEF.","防御無視の強力な2連打、攻撃力x6。"
heroes.ssr_lich_king.skills.remorseless_winter.name,"냉혈한의 겨울",Remorseless Winter,冷酷な冬
heroes.ssr_lich_king.skills.remorseless_winter.desc,"10초간 주변 적 지속 피해 및 빙결","Continuous damage and Freeze to nearby enemies for 10s.","10秒間、周囲の敵に持続ダメージおよび氷結。"
heroes.ssr_lich_king.skills.lich_wrath.name,"리치왕의 진노",Wrath of the Lich King,リッチ王の憤怒
heroes.ssr_lich_king.skills.lich_wrath.desc,"전장 전체 ATK 1500% 서리 피해 + 영구 슬로우","Deals 1500% ATK Frost Damage to the entire battlefield + permanent Slow.","戦場全体に攻撃力1500%の冷気ダメージ + 永久スロウ。"
heroes.ssr_lich_king.routes.lich_king_unholy.name,"부정",Unholy,不浄
heroes.ssr_lich_king.routes.lich_king_unholy.variantName,"사멸의 인도자",Bringer of Death,死滅の導き手
heroes.ssr_lich_king.routes.lich_king_unholy.variantDesc,"소환수의 공격력 {value}% 증가.","Increases summons' ATK by {value}%.","召喚獣の攻撃力{value}%増加。"
heroes.ssr_lich_king.skills.agony.name,"고통의 저주",Curse of Agony,苦痛の呪い
heroes.ssr_lich_king.skills.agony.desc,"점증하는 강력한 지속 암흑 피해","Powerful increasing Shadow Continuous Damage.","増大する強力な持続暗黒ダメージ。"
heroes.ssr_lich_king.skills.ghoul_army.name,"구울 소환",Summon Ghouls,グール召喚
heroes.ssr_lich_king.skills.ghoul_army.desc,"강화 구울 4마리 즉시 소환",Immediately summons 4 Enhanced Ghouls.,強化グール4体を即座に召喚。
heroes.ssr_lich_king.summons.elite_ghoul.name,"강화 구울",Enhanced Ghoul,強化グール
heroes.ssr_lich_king.skills.corpse_explosion.name,"시체 폭발",Corpse Explosion,死体爆発
heroes.ssr_lich_king.skills.corpse_explosion.desc,"죽은 적 시체 폭발 ATK×10 피해","Explodes fallen enemy corpses for ATK x10 Damage.","死んだ敵の死体を爆発させ攻撃力x10のダメージ。"
heroes.ssr_lich_king.skills.gargoyle.name,"가고일 소환",Summon Gargoyle,ガーゴイル召喚
heroes.ssr_lich_king.skills.gargoyle.desc,"하늘에서 지원 사격하는 가고일 소환",Summons a Gargoyle providing fire support from the sky.,空から支援射撃を行うガーゴイルを召喚。
heroes.ssr_lich_king.summons.gargoyle.name,"가고일",Gargoyle,ガーゴイル
heroes.ssr_lich_king.skills.army_of_dead.name,"사멸의 군단",Army of the Dead,死者の軍団
heroes.ssr_lich_king.skills.army_of_dead.desc,"언데드 군단 20마리 소환 및 전장 초토화",Summons 20 Undead Soldiers to devastate the battlefield.,アンデッド軍団20体を召喚して戦場を焦土化。
heroes.ssr_lich_king.summons.army.name,"군단 망자",Undead Legion,軍団の亡者
heroes.ssr_iron_guardian.name,"아이언가더",Iron Guardian,アイアンガーディアン
heroes.ssr_iron_guardian.lore,"전장에서 결코 쓰러지지 않는 불멸의 수호자. 그의 방패는 아군을 지키는 가장 견고한 성벽이다.","Immortal guardian who never falls on the battlefield. His shield is the most solid wall protecting allies.","戦場で決して倒れることのない不滅の守護者。彼の盾は味方を守る最も堅固な城壁だ。"
heroes.ssr_iron_guardian.routes.iron_guardian_bulwark.name,"철벽",Bulwark,鉄壁
heroes.ssr_iron_guardian.routes.iron_guardian_bulwark.variantName,"불굴",Indomitable,不屈
heroes.ssr_iron_guardian.routes.iron_guardian_bulwark.variantDesc,"받는 피해 {value}% 감소 및 방어력 증가.","Reduces Damage Taken by {value}% and Increases Defense.","受けるダメージ{value}%減少および防御力増加。"
heroes.ssr_iron_guardian.skills.shield_blast.name,"방패 폭발",Shield Blast,盾の爆発
heroes.ssr_iron_guardian.skills.shield_blast.desc,"주변 120px 적 ATK×4 피해 및 2초 기절","Deals ATK x4 Damage to enemies within 120px and stuns for 2s.","周囲120pxの敵に攻撃力x4のダメージおよび2秒間のスタン。"
heroes.ssr_iron_guardian.skills.iron_skin.name,"철벽 갑옷",Iron Skin,鉄壁の鎧
heroes.ssr_iron_guardian.skills.iron_skin.desc,"10초간 받는 피해 50% 감소 및 DEF +50","Reduces Damage Taken by 50% and increases DEF by 50 for 10s.","10秒間受けるダメージ50%減少および防御力+50。"
heroes.ssr_iron_guardian.skills.taunt_cry.name,"도전의 함성",Taunting Cry,挑戦の雄叫び
heroes.ssr_iron_guardian.skills.taunt_cry.desc,"모든 적 어그로 집중 + 5초간 무적","Focuses all enemies' aggro + Invincible for 5s.","すべての敵のヘイトを集中 + 5秒間無敵。"
heroes.ssr_iron_guardian.skills.guardian_aura.name,"수호의 오라",Guardian Aura,守護のオーラ
heroes.ssr_iron_guardian.skills.guardian_aura.desc,"패시브: 주변 아군 방어력 +30","Passive: Increases nearby allies' DEF by 30.","パッシブ：周囲の味方の防御力+30。"
heroes.ssr_iron_guardian.skills.indomitable.name,"불굴의 수호자",Indomitable Guardian,不屈の守護者
heroes.ssr_iron_guardian.skills.indomitable.desc,"HP 1 이하로 내려가지 않음 10초 + 전장 광역 격파","HP does not drop below 1 for 10s + AoE Knockback on battlefield.","10秒間HPが1以下に下がらない + 戦場広範囲撃破。"
heroes.ssr_iron_guardian.routes.iron_guardian_justice.name,"응징",Justice,応懲
heroes.ssr_iron_guardian.routes.iron_guardian_justice.variantName,"징벌의 방패",Shield of Retribution,懲罰の盾
heroes.ssr_iron_guardian.routes.iron_guardian_justice.variantDesc,"방어력의 {value}% 만큼 공격력이 추가로 증가합니다.","Increases ATK by {value}% of Defense.","防御力の{value}%分、攻撃力が追加で増加する。"
heroes.ssr_iron_guardian.skills.justice_strike.name,"정의의 일격",Justice Strike,正義の一撃
heroes.ssr_iron_guardian.skills.justice_strike.desc,"단일 ATK×8 신성 피해",Deals Single ATK x8 Holy Damage.,単体に攻撃力x8の神聖ダメージ。
heroes.ssr_iron_guardian.skills.holy_shield_throw.name,"성스러운 방패",Holy Shield Throw,聖なる盾投げ
heroes.ssr_iron_guardian.skills.holy_shield_throw.desc,"적 3명에게 튕기는 방패 투척 ATK×5","Throws a shield that bounces to 3 enemies for ATK x5 Damage.","敵3体に跳ね返る盾を投げ、攻撃力x5のダメージ。"
heroes.ssr_iron_guardian.skills.retribution_aura.name,"응징의 오라",Retribution Aura,応懲のオーラ
heroes.ssr_iron_guardian.skills.retribution_aura.desc,"아군 피격 시 공격자에게 ATK 50% 반격","When allies are hit, counterattacks the attacker for ATK 50%.","味方被弾時、攻撃者に攻撃力の50%で反撃。"
heroes.ssr_iron_guardian.skills.consecration.name,"신성한 대지",Consecration,神聖なる大地
heroes.ssr_iron_guardian.skills.consecration.desc,"바닥에 신성한 지대를 깔아 지속 피해","Creates a holy ground that deals continuous damage.","地面に神聖な地帯を敷き、持続ダメージを与える。"
heroes.ssr_iron_guardian.skills.avenging_wrath.name,"응징의 격노",Avenging Wrath,応懲の激怒
heroes.ssr_iron_guardian.skills.avenging_wrath.desc,"20초간 공격력 2배 및 모든 공격이 폭발","2x ATK for 20s and all attacks explode.","20秒間攻撃力2倍およびすべての攻撃が爆発。"
heroes.ssr_blade_lord.name,"블레이드로드",Blade Lord,ブレードロード
heroes.ssr_blade_lord.lore,"죽음에서 태어난 무한 칼날의 군주. 그의 검무가 시작되면 적의 숨소리조차 멈춘다.","Infinite blade lord born from death. When his blade dance begins, even the enemy's breath stops.","死から生まれた無限の刃の君主。彼の剣舞が始まれば、敵の息遣いさえ止まる。"
heroes.ssr_blade_lord.routes.blade_lord_annihilation.name,"절멸",Annihilation,絶滅
heroes.ssr_blade_lord.routes.blade_lord_annihilation.variantName,"암흑 연격",Shadow Multi-Strike,暗黒連撃
heroes.ssr_blade_lord.routes.blade_lord_annihilation.variantDesc,"공격 시 {value}% 확률로 5연타 피해를 입힙니다.","When Attack, {value}% Chance to deal 5 consecutive hits.","攻撃時{value}%の確率で5連打のダメージを与える。"
heroes.ssr_blade_lord.skills.shadow_barrage.name,"그림자 연격",Shadow Barrage,影の連撃
heroes.ssr_blade_lord.skills.shadow_barrage.desc,"적에게 ATK×2 피해 5회 연속 적용","Deals ATK x2 Damage to enemy for 5 consecutive times.","敵に攻撃力x2のダメージを5回連続で適用。"
heroes.ssr_blade_lord.skills.execution_blade.name,"처형의 날",Execution Blade,処刑の刃
heroes.ssr_blade_lord.skills.execution_blade.desc,"HP 30% 이하 적 즉사, 보스는 ATK×10 피해","Instant Kill enemies with HP below 30%, Bosses take ATK x10 Damage.","HP30%以下の敵を即死、ボスは攻撃力x10のダメージ。"
heroes.ssr_blade_lord.skills.blood_aura.name,"혈오라",Blood Aura,血のオーラ
heroes.ssr_blade_lord.skills.blood_aura.desc,"패시브: 주변 모든 아군 피해의 20% 흡혈","Passive: 20% Life Steal for all nearby allies' damage.","パッシブ：周囲のすべての味方のダメージの20%を吸血。"
heroes.ssr_blade_lord.skills.blade_dance.name,"무한의 검무",Infinite Blade Dance,無限の剣舞
heroes.ssr_blade_lord.skills.blade_dance.desc,"적 사이를 빠르게 이동하며 ATK×6 피해","Moves quickly between enemies and deals ATK x6 Damage.","敵の間を素早く移動しながら攻撃力x6のダメージ。"
heroes.ssr_blade_lord.skills.endless_slash.name,"무한 베기",Endless Slash,無限斬り
heroes.ssr_blade_lord.skills.endless_slash.desc,"10초간 공격 쿨다운 0, 모든 피해 2.5배","Zero attack Cooldown and 2.5x all damage for 10s.","10秒間攻撃クールダウン0、すべてのダメージ2.5倍。"
heroes.ssr_blade_lord.routes.blade_lord_reaper.name,"사신",Reaper,死神
heroes.ssr_blade_lord.routes.blade_lord_reaper.variantName,"영혼 수확",Soul Harvest,魂の収穫
heroes.ssr_blade_lord.routes.blade_lord_reaper.variantDesc,"적 처치 시 {value}% 확률로 공격력 영구 +1 (최대 200).","When killing an enemy, {value}% Chance to permanently increase ATK by 1 (Max 200).","敵を倒した際{value}%の確率で攻撃力を永久に+1する（最大200）。"
heroes.ssr_blade_lord.skills.soul_reap.name,"영혼 수확",Soul Reap,魂の収穫
heroes.ssr_blade_lord.skills.soul_reap.desc,"단일 ATK×12 암흑 피해",Deals Single ATK x12 Shadow Damage.,単体に攻撃力x12の暗黒ダメージ。
